web_scraper_order,web_scraper_start_url,link,prix,adresse,image_lien,details
"1766772093-497","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-bleue-holland-4206875","35 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4206875_uploaded_image1_1683511573.jpg","Des poussins bleue hollande disponible le 18 mai inchallah et pmmc vous dit merci."
"1766772095-498","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-4207913","50 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4207913_uploaded_image1_1683574221.jpg","Mâle démi géant des flandres"
"1766772098-499","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapins-4208070","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4208070_uploaded_image1_1683583031.jpg","Couple métisse angoura"
"1766772100-500","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-brahman-hermines-4212808","135 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4212808_uploaded_image1_1683879589.jpg","Trio herminé 3 mois disponible

trio brahman herminé disponible a keur ndiaye lo rufisque"
"1766772103-501","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-4218824","45 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4218824_uploaded_image1_1684270289.jpg","Un jeune mal cochin coucou gros gabarit a vendre a un prix trés abordable en plus il a commencé à cocher les femelles"
"1766772105-502","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-chair-bleu-hollandais-4221943","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4221943_uploaded_image2_1684477934.jpeg","Vente de poussins de chaires et bleu hollandai
poussin d'un jour"
"1766772107-503","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4222721","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4222721_uploaded_image1_1684515659.jpg","Une paire de pigeon disponible"
"1766772110-504","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4222723","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4222723_uploaded_image1_1684515810.jpg","Pigeon voyageur disponible"
"1766772112-505","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-tambour-allemand-4223933","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4223933_uploaded_image1_1684609709.jpg","Tambour allemand"
"1766772115-506","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-brun-4230459","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4230459_uploaded_image1_1685044108.jpg","Femelle 2023"
"1766772117-507","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-gris-de-touraine-4230722","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4230722_uploaded_image1_1685059185.jpg",""
"1766772120-508","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapine-4235319","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4235319_uploaded_image1_1685440928.jpg","Femelles"
"1766772122-509","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondains-4240446","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4240446_uploaded_image1_1685727771.jpg",""
"1766772125-510","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahmans-4243414","30 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4243414_uploaded_image1_1685971475.jpg","Poussins brahman disponible à keur massar couvés naturellement. paires 15000fcfa. mâle et femelle sur la photo"
"1766772127-511","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4244917","45 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4244917_uploaded_image1_1686063555.jpg","Salam j mes en vente c femmel fauve de bourgogne de race pure sang père importé de 2 mois es demi"
"1766772129-512","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-californien-4248635","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_4248635_uploaded_image1_1686257041.jpg","Mâles de 3 mois californien"
"1766772132-513","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapines-4249408","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4249408_uploaded_image1_1686311889.jpg","Femelles"
"1766772135-514","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cochin-4255246","7 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4255246_uploaded_image1_1686680990.jpg","De jolis poussins cochins issus de ce couple sont disponibles"
"1766772137-515","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-bleu-hollandais-4224766","7 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4224766_uploaded_image3_1684691526.jpeg","Des bleu hollandais"
"1766772139-516","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4268327","30 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4268327_uploaded_image1_1687541319.jpg","Femelle"
"1766772142-517","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4268955","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4268955_uploaded_image1_1687603560.jpg","Lapereau"
"1766772144-518","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulan-4277890","45 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4277890_uploaded_image1_1688316619.jpg","Pigeon boulan pure sang produit très vite et à un prix abordable et à qui on peut venir le regarder"
"1766772147-519","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulan-4277905","15 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4277905_uploaded_image1_1688318584.jpg","Métisse entre un mondain pure sang et un boulan pure sang en qualité et en quantité"
"1766772149-520","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4283570","4 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4283570_uploaded_image1_1688648209.jpg","Je vends des poulets de chaire livraison gratuite"
"1766772152-521","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-messager-4286623","25 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4286623_uploaded_image1_1688830929.jpg","Couple pigeon blanchette messager"
"1766772154-522","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4287411","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4287411_uploaded_image1_1688907003.jpg",""
